"Hobby","Variable","Weight"
"Decoupage","Analytical.Thinking",3.2
"Decoupage","Playfulness",2.1
"Decoupage","Workaholic.Attitude",9.1
"Decoupage","Thrill.Seeking",7.6
"Decoupage","Flexibility..Cognitive.",6.8
"Decoupage","Perfectionism",3.1
"Decoupage","Flow.Proneness",1.9
"Decoupage","Optimism",7.6
"Decoupage","Resilience",4.8
"Decoupage","Assertiveness",2.3
"Decoupage","Intrinsic.Motivation",6.2
"Decoupage","Extrinsic.Motivation",0.5
"Decoupage","Achievement.Drive",3.3
"Decoupage","Desire.for.Recognition",4.7
"Decoupage","Desire.for.Mastery",1.6
"Decoupage","Desire.for.Relaxation",9.8
"Decoupage","Social.Connection.Need",2.2
"Decoupage","Creative.Expression.Need",1.4
"Decoupage","Escapism",2.1
"Decoupage","Boredom.Avoidance",7.7
"Decoupage","Health.Consciousness",4.3
"Decoupage","Personal.Growth",5.7
"Decoupage","Identity.Expression",0.3
"Decoupage","Fun.Orientation",0.4
"Decoupage","Altruism",4.5
"Decoupage","Therapeutic.Need",8.2
"Decoupage","Habit.Strength",8.9
"Decoupage","Peer.Approval",1
"Decoupage","Obligation.Commitment",5.4
"Decoupage","Curiosity.Driven.Exploration",9.1
"Decoupage","Challenge.Seeking",3.9
"Decoupage","Fear.of.Missing.Out",8.3
"Decoupage","Self.Efficacy",1.4
"Decoupage","Desire.for.Prestige",9.4
"Decoupage","Perceived.Time.Value",7.5
"Decoupage","Desire.for.Autonomy",9.4
"Decoupage","Desire.for.Belonging",6.8
"Decoupage","Desire.for.Exploration",3.7
"Decoupage","Value.Congruence",9.4
"Decoupage","Need.for.Feedback",2.8
"Decoupage","Peer.Influence",3.4
"Decoupage","Friends..Participation",7
"Decoupage","Family.Support",7.7
"Decoupage","Partner.Support",9.3
"Decoupage","Social.Norms",2.1
"Decoupage","Peer.Competition",8
"Decoupage","Mentorship.Presence",7.4
"Decoupage","Role.Models",0.7
"Decoupage","Club.Group.Access",3.9
"Decoupage","Sense.of.Community",2.9
"Decoupage","Inclusivity.of.Community",3.1
"Decoupage","Social.Recognition",9.8
"Decoupage","Social.Media.Trends",6.5
"Decoupage","Celebrity.Endorsement",7.2
"Decoupage","Cultural.Stigma",9.8
"Decoupage","Networking.Opportunities",3.8
"Decoupage","Team.Dynamics",8
"Decoupage","Event.Frequency",4.4
"Decoupage","Friends..Judgment",8.7
"Decoupage","Preferred.Group.Size",1.9
"Decoupage","Time.with.Family",9.5
"Decoupage","Age.of.Peers",2.3
"Decoupage","Representation.in.Media",3.3
"Decoupage","Workplace.Culture",7.6
"Decoupage","School.Culture",4
"Decoupage","Hobby.Popularity.in.Area",6.1
"Decoupage","Encouragement.from.Others",4.5
"Decoupage","Gift.Culture",7.4
"Decoupage","Family.Hobby.Culture",2.4
"Decoupage","Cultural.Tradition",0.7
"Decoupage","Access.to.Facilities",3.1
"Decoupage","Home.Space.Availability",4.8
"Decoupage","Environmental.Proximity",1.8
"Decoupage","Climate.Suitability",3.6
"Decoupage","Urban.Infrastructure",4.1
"Decoupage","Neighborhood.Safety",0.7
"Decoupage","Local.Classes",5.9
"Decoupage","Internet.Access",8.9
"Decoupage","Free.Time",1.6
"Decoupage","Schedule.Flexibility",6
"Decoupage","Transportation.Access",6.7
"Decoupage","Noise.Constraints",4.3
"Decoupage","Light.Pollution",7
"Decoupage","Air.Quality",4.2
"Decoupage","Cost.of.Local.Access",5.1
"Decoupage","Rental.Options",0.2
"Decoupage","Supply.Store.Access",6.9
"Decoupage","Resource.Competition",6.6
"Decoupage","Supportive.Employer",0.5
"Decoupage","Legal.Barriers",3.7
"Decoupage","Public.Health.Concern",9.8
"Decoupage","Home.Supportiveness",4.3
"Decoupage","Workload",5.1
"Decoupage","Relocation.Frequency",9.1
"Decoupage","Insurance.Availability",7.2
"Decoupage","Physical.Risk.Level",5.9
"Decoupage","Weather.Conditions",8
"Decoupage","Accessibility.for.Disabilities",8.7
"Decoupage","COVID.Impact",4.6
"Decoupage","Commuting.Distance",4.8
"Decoupage","Disposable.Income",3.9
"Decoupage","Startup.Costs",9.7
"Decoupage","Ongoing.Costs",7
"Decoupage","Ability.to.Monetize",0.9
"Decoupage","Perceived.Value",8.6
"Decoupage","Opportunity.Cost",4.9
"Decoupage","Work.Hours",0.8
"Decoupage","Job.Demands",5.5
"Decoupage","Financial.Stress",4.2
"Decoupage","Socioeconomic.Status",8.8
"Decoupage","Parental.Financial.Support",2.1
"Decoupage","Frugality.Mindset",8.3
"Decoupage","Access.to.Credit",5.6
"Decoupage","Economic.Climate",0.6
"Decoupage","Used.Gear.Market",9.7
"Decoupage","Resale.Value",5.2
"Decoupage","Living.Cost.Burden",3
"Decoupage","Transportation.Cost",4.7
"Decoupage","Marketplace.Strength",8.6
"Decoupage","Recession.Sensitivity",3.1
"Decoupage","Equipment.Quality",2
"Decoupage","Free.Alternatives",1.4
"Decoupage","Scholarship.Availability",3
"Decoupage","Workplace.Perks",7.8
"Decoupage","Debt.Burden",4.8
"Decoupage","Class.Based.Identity",2.4
"Decoupage","Hobby.Affordability",1.7
"Decoupage","Hobby.Elitism",3.4
"Decoupage","Low.Cost.Hacks",9.4
"Decoupage","Hobby.Inflation.Risk",3.5
"Decoupage","Physical.Strength",9.9
"Decoupage","Flexibility",4.9
"Decoupage","Hand.Eye.Coordination",1.9
"Decoupage","Fine.Motor.Skills",8.9
"Decoupage","Artistic.Talent",4.7
"Decoupage","Musical.Ability",7.1
"Decoupage","Strategic.Thinking",9.8
"Decoupage","Logical.Reasoning",0.6
"Decoupage","Public.Speaking",1.1
"Decoupage","Writing.Skill",7.2
"Decoupage","Technical.Skill",2.9
"Decoupage","Cooking.Skill",1.9
"Decoupage","Subject.Knowledge",0.5
"Decoupage","Learning.Aptitude",0.3
"Decoupage","Memory.Retention",7.8
"Decoupage","Spatial.Skills",1.4
"Decoupage","Creative.Fluency",4.7
"Decoupage","Tolerance.for.Repetition",6.1
"Decoupage","Singing.Ability",4.3
"Decoupage","Rhythm.Sense",0.4
"Decoupage","Teamwork.Skills",7.9
"Decoupage","Stress.Tolerance",0.2
"Decoupage","Adaptability",7.6
"Decoupage","Hobby.Specific.Training",8.9
"Decoupage","Hand.Stability",4.4
"Decoupage","Focus.Consistency",5.4
"Decoupage","Endurance",4.8
"Decoupage","Gaming.Reflexes",4
"Decoupage","Problem.Solving",8.9
"Decoupage","Pattern.Recognition",8.9
"Decoupage","Current.Stress.Level",3.4
"Decoupage","Anxiety.Level",6.2
"Decoupage","Mood.Depression",9.3
"Decoupage","Baseline.Happiness",9.6
"Decoupage","Resilience.to.Failure",5.1
"Decoupage","Energy.Level",4.6
"Decoupage","Mental.Fatigue",2.9
"Decoupage","Focus.Ability",9.6
"Decoupage","Desire.for.Solitude",1.5
"Decoupage","Outlet.for.Emotion",5.8
"Decoupage","Anger.Management",2.9
"Decoupage","Life.Satisfaction",2.9
"Decoupage","Burnout.Level",4.1
"Decoupage","Boredom.Proneness",10
"Decoupage","Need.for.Meaning",0.6
"Decoupage","Gratification.Preference",5.8
"Decoupage","Process.Orientation",0.9
"Decoupage","Therapeutic.Value",1.6
"Decoupage","Coping.Strategy.Need",4.5
"Decoupage","Motivational.Burnout",5.2
"Decoupage","Self.Awareness",2.7
"Decoupage","Restlessness",3.2
"Decoupage","Confidence.in.Hobby",1
"Decoupage","Perfection.Pressure",3.1
"Decoupage","Peer.Comparison.Anxiety",9.7
"Decoupage","Fear.of.Judgment",9.5
"Decoupage","Emotional.Reward",3.4
"Decoupage","Social.Energy",5.8
"Decoupage","Resonance.with.Identity",9.1
"Decoupage","Passion.Intensity",0.2
"Decoupage","Trendiness",8.1
"Decoupage","Media.Exposure",9.5
"Decoupage","Nostalgia",1
"Decoupage","Early.Success",1.7
"Decoupage","Beginner.Resources",9.6
"Decoupage","Advanced.Challenges",5.4
"Decoupage","Hobby.Evolution",0.2
"Decoupage","Safety.Measures",2.7
"Decoupage","Competition.Outcome",4.6
"Decoupage","Awards",7
"Decoupage","Peer.Accountability",7.4
"Decoupage","Multiple.Hobbies",10
"Decoupage","External.Obligations",2.9
"Decoupage","Housing.Stability",5.4
"Decoupage","Family.Expectations",5.4
"Decoupage","Work.Life.Balance",4.1
"Decoupage","Routine.Integration",1.8
"Decoupage","Cleanup.Effort",9.8
"Decoupage","Focus.Intensity",8.5
"Decoupage","Portability",5
"Decoupage","Climate.Change.Awareness",6.1
"Decoupage","Social.Perception",2.3
"Decoupage","Support.System",5.5
"Decoupage","Lifestyle.Fit",7
"Decoupage","Technology.Enhancement",5.2
"Decoupage","Goal.Alignment",9.9
"Decoupage","Identity.Fulfillment",6.2
"Decoupage","Cognitive.Load",3.8
"Decoupage","Self.Reflection",7.7
"Decoupage","Skill.Reinforcement",1.8
"Decoupage","Extra.Variable.271",3.9
"Decoupage","Extra.Variable.272",3.5
"Decoupage","Extra.Variable.273",4.4
"Decoupage","Extra.Variable.274",7.8
"Decoupage","Extra.Variable.275",4.9
"Decoupage","Extra.Variable.276",8
"Decoupage","Extra.Variable.277",5.8
"Decoupage","Extra.Variable.278",3.5
"Decoupage","Extra.Variable.279",8.1
"Decoupage","Extra.Variable.280",2.5
"Decoupage","Extra.Variable.281",2.3
"Decoupage","Extra.Variable.282",5.1
"Decoupage","Extra.Variable.283",2.7
"Decoupage","Extra.Variable.284",0.2
"Decoupage","Extra.Variable.285",6.5
"Decoupage","Extra.Variable.286",5.2
"Decoupage","Extra.Variable.287",4.5
"Decoupage","Extra.Variable.288",9.7
"Decoupage","Extra.Variable.289",5.8
"Decoupage","Extra.Variable.290",8.6
"Decoupage","Extra.Variable.291",1.5
"Decoupage","Extra.Variable.292",5.7
"Decoupage","Extra.Variable.293",8.7
"Decoupage","Extra.Variable.294",5.9
"Decoupage","Extra.Variable.295",7.2
"Decoupage","Extra.Variable.296",3.8
"Decoupage","Extra.Variable.297",1
"Decoupage","Extra.Variable.298",4.6
"Decoupage","Extra.Variable.299",4
"Decoupage","Extra.Variable.300",8.7
"Ceramics","Gender..male.",2.5
"Ceramics","Gender..female.",9.7
"Ceramics","Age",9.6
"Ceramics","Education.Level",2.6
"Ceramics","Student.Status",3.5
"Ceramics","Employment.Status",9
"Ceramics","Occupation.Type",9.7
"Ceramics","Income.Level",4.5
"Ceramics","Living.Situation",3.3
"Ceramics","Relationship.Status",5.3
"Ceramics","Parental.Status",6.9
"Ceramics","Urban.Environment",2.8
"Ceramics","Rural.Environment",7.4
"Ceramics","Suburban.Environment",0.6
"Ceramics","Region..Geography.",0.6
"Ceramics","Cultural.Ethnic.Background",3.9
"Ceramics","Religious.Beliefs",3.6
"Ceramics","Physical.Health.Status",3.2
"Ceramics","Disability.Status",5
"Ceramics","Mental.Health.Condition",3.3
"Ceramics","Body.Image.Self.Consciousness",2
"Ceramics","Language.Fluency",3.2
"Ceramics","Generation.Identity",9.8
"Ceramics","Parental.Encouragement",4.2
"Ceramics","Family.Tradition",4.5
"Ceramics","Peer.Economic.Status",5.8
"Ceramics","Financial.Independence",9.8
"Ceramics","Living.Expenses",2.5
"Ceramics","Student.Loan.Burden",6.8
"Ceramics","Rent.Burden",7.2
"Ceramics","Openness.to.Experience",6.1
"Ceramics","Conscientiousness",1
"Ceramics","Extraversion",6.8
"Ceramics","Introversion",0.7
"Ceramics","Agreeableness",6
"Ceramics","Neuroticism",7.4
"Ceramics","Sensation.Seeking",2.2
"Ceramics","Need.for.Novelty",8.4
"Ceramics","Competitiveness",0.4
"Ceramics","Creativity..Trait.",8.5
"Ceramics","Curiosity",4.7
"Ceramics","Patience",2.3
"Ceramics","Attention.Span",1.4
"Ceramics","Detail.Orientedness",9.5
"Ceramics","Impulsivity",0.8
"Ceramics","Self.Discipline",2.1
"Ceramics","Self.Esteem",3.5
"Ceramics","Shyness",6.2
"Ceramics","Independence",5.5
"Ceramics","Empathy",1.3
"Ceramics","Analytical.Thinking",3
"Ceramics","Playfulness",2.5
"Ceramics","Workaholic.Attitude",2.2
"Ceramics","Thrill.Seeking",4.2
"Ceramics","Flexibility..Cognitive.",7.1
"Ceramics","Perfectionism",2.3
"Ceramics","Flow.Proneness",3.7
"Ceramics","Optimism",4
"Ceramics","Resilience",9.8
"Ceramics","Assertiveness",9.6
"Ceramics","Intrinsic.Motivation",8
"Ceramics","Extrinsic.Motivation",2.5
"Ceramics","Achievement.Drive",0.8
"Ceramics","Desire.for.Recognition",3.2
"Ceramics","Desire.for.Mastery",2.7
"Ceramics","Desire.for.Relaxation",5.1
"Ceramics","Social.Connection.Need",7.8
"Ceramics","Creative.Expression.Need",8.6
"Ceramics","Escapism",8.5
"Ceramics","Boredom.Avoidance",3.7
"Ceramics","Health.Consciousness",6.9
"Ceramics","Personal.Growth",3.2
"Ceramics","Identity.Expression",0.7
"Ceramics","Fun.Orientation",7
"Ceramics","Altruism",0.2
"Ceramics","Therapeutic.Need",4.2
"Ceramics","Habit.Strength",3.4
"Ceramics","Peer.Approval",7
"Ceramics","Obligation.Commitment",7.7
"Ceramics","Curiosity.Driven.Exploration",3.1
"Ceramics","Challenge.Seeking",8.1
"Ceramics","Fear.of.Missing.Out",3
"Ceramics","Self.Efficacy",4.5
"Ceramics","Desire.for.Prestige",7.3
"Ceramics","Perceived.Time.Value",7
"Ceramics","Desire.for.Autonomy",9.9
"Ceramics","Desire.for.Belonging",2.3
"Ceramics","Desire.for.Exploration",6.7
"Ceramics","Value.Congruence",6.1
"Ceramics","Need.for.Feedback",9.2
"Ceramics","Peer.Influence",1.6
"Ceramics","Friends..Participation",7.5
"Ceramics","Family.Support",5.7
"Ceramics","Partner.Support",2.8
"Ceramics","Social.Norms",4.8
"Ceramics","Peer.Competition",3.4
"Ceramics","Mentorship.Presence",5.8
"Ceramics","Role.Models",8.9
"Ceramics","Club.Group.Access",5.7
"Ceramics","Sense.of.Community",6.4
"Ceramics","Inclusivity.of.Community",5.2
"Ceramics","Social.Recognition",0.6
"Ceramics","Social.Media.Trends",2.4
"Ceramics","Celebrity.Endorsement",5
"Ceramics","Cultural.Stigma",3.2
"Ceramics","Networking.Opportunities",1.9
"Ceramics","Team.Dynamics",5.1
"Ceramics","Event.Frequency",3.3
"Ceramics","Friends..Judgment",2.7
"Ceramics","Preferred.Group.Size",4.7
"Ceramics","Time.with.Family",1.4
"Ceramics","Age.of.Peers",9.3
"Ceramics","Representation.in.Media",8.7
"Ceramics","Workplace.Culture",7.1
"Ceramics","School.Culture",1.2
"Ceramics","Hobby.Popularity.in.Area",7.8
"Ceramics","Encouragement.from.Others",8.1
"Ceramics","Gift.Culture",7.7
"Ceramics","Family.Hobby.Culture",1.2
"Ceramics","Cultural.Tradition",6.5
"Ceramics","Access.to.Facilities",8.4
"Ceramics","Home.Space.Availability",5.8
"Ceramics","Environmental.Proximity",6.5
"Ceramics","Climate.Suitability",4.6
"Ceramics","Urban.Infrastructure",5.3
"Ceramics","Neighborhood.Safety",0.4
"Ceramics","Local.Classes",6.4
"Ceramics","Internet.Access",0.9
"Ceramics","Free.Time",4.4
"Ceramics","Schedule.Flexibility",3
"Ceramics","Transportation.Access",5.5
"Ceramics","Noise.Constraints",1.4
"Ceramics","Light.Pollution",6.9
"Ceramics","Air.Quality",8
"Ceramics","Cost.of.Local.Access",1.7
"Ceramics","Rental.Options",1.1
"Ceramics","Supply.Store.Access",1.5
"Ceramics","Resource.Competition",8.8
"Ceramics","Supportive.Employer",5.3
"Ceramics","Legal.Barriers",4.7
"Ceramics","Public.Health.Concern",1.2
"Ceramics","Home.Supportiveness",6.5
"Ceramics","Workload",8.7
"Ceramics","Relocation.Frequency",8.3
"Ceramics","Insurance.Availability",6.3
"Ceramics","Physical.Risk.Level",0.8
"Ceramics","Weather.Conditions",1.2
"Ceramics","Accessibility.for.Disabilities",0.6
"Ceramics","COVID.Impact",2.6
"Ceramics","Commuting.Distance",1.4
"Ceramics","Disposable.Income",2.7
"Ceramics","Startup.Costs",3.9
"Ceramics","Ongoing.Costs",9.4
"Ceramics","Ability.to.Monetize",6.1
"Ceramics","Perceived.Value",8.4
"Ceramics","Opportunity.Cost",7.1
"Ceramics","Work.Hours",1.2
"Ceramics","Job.Demands",7.4
"Ceramics","Financial.Stress",2.8
"Ceramics","Socioeconomic.Status",6.4
"Ceramics","Parental.Financial.Support",3.5
"Ceramics","Frugality.Mindset",10
"Ceramics","Access.to.Credit",2.7
"Ceramics","Economic.Climate",2.9
"Ceramics","Used.Gear.Market",9.3
"Ceramics","Resale.Value",0.3
"Ceramics","Living.Cost.Burden",7
"Ceramics","Transportation.Cost",7.3
"Ceramics","Marketplace.Strength",8.4
"Ceramics","Recession.Sensitivity",9.7
"Ceramics","Equipment.Quality",9.8
"Ceramics","Free.Alternatives",0.7
"Ceramics","Scholarship.Availability",8.2
"Ceramics","Workplace.Perks",6.5
"Ceramics","Debt.Burden",6.5
"Ceramics","Class.Based.Identity",1.4
"Ceramics","Hobby.Affordability",6.5
"Ceramics","Hobby.Elitism",9.8
"Ceramics","Low.Cost.Hacks",9.1
"Ceramics","Hobby.Inflation.Risk",4.4
"Ceramics","Physical.Strength",0.5
"Ceramics","Flexibility",3.7
"Ceramics","Hand.Eye.Coordination",8.3
"Ceramics","Fine.Motor.Skills",7
"Ceramics","Artistic.Talent",4.6
"Ceramics","Musical.Ability",0.6
"Ceramics","Strategic.Thinking",4.3
"Ceramics","Logical.Reasoning",4.7
"Ceramics","Public.Speaking",9.3
"Ceramics","Writing.Skill",6.4
"Ceramics","Technical.Skill",3.2
"Ceramics","Cooking.Skill",5.3
"Ceramics","Subject.Knowledge",0.8
"Ceramics","Learning.Aptitude",9.7
"Ceramics","Memory.Retention",3.7
"Ceramics","Spatial.Skills",4.8
"Ceramics","Creative.Fluency",3.6
"Ceramics","Tolerance.for.Repetition",6.9
"Ceramics","Singing.Ability",6.7
"Ceramics","Rhythm.Sense",7.2
"Ceramics","Teamwork.Skills",2.8
"Ceramics","Stress.Tolerance",3.2
"Ceramics","Adaptability",1.3
"Ceramics","Hobby.Specific.Training",6.6
"Ceramics","Hand.Stability",0.5
"Ceramics","Focus.Consistency",6
"Ceramics","Endurance",8.7
"Ceramics","Gaming.Reflexes",8.9
"Ceramics","Problem.Solving",4.5
"Ceramics","Pattern.Recognition",4.6
"Ceramics","Current.Stress.Level",0.9
"Ceramics","Anxiety.Level",6.7
"Ceramics","Mood.Depression",8.2
"Ceramics","Baseline.Happiness",2.5
"Ceramics","Resilience.to.Failure",4.3
"Ceramics","Energy.Level",8.4
"Ceramics","Mental.Fatigue",8.8
"Ceramics","Focus.Ability",2.5
"Ceramics","Desire.for.Solitude",5.6
"Ceramics","Outlet.for.Emotion",2
"Ceramics","Anger.Management",1.1
"Ceramics","Life.Satisfaction",9.1
"Ceramics","Burnout.Level",8.2
"Ceramics","Boredom.Proneness",7.6
"Ceramics","Need.for.Meaning",0.6
"Ceramics","Gratification.Preference",8.5
"Ceramics","Process.Orientation",4.4
"Ceramics","Therapeutic.Value",3.5
"Ceramics","Coping.Strategy.Need",5.5
"Ceramics","Motivational.Burnout",1
"Ceramics","Self.Awareness",7.6
"Ceramics","Restlessness",5.9
"Ceramics","Confidence.in.Hobby",1.9
"Ceramics","Perfection.Pressure",2
"Ceramics","Peer.Comparison.Anxiety",1.9
"Ceramics","Fear.of.Judgment",0.7
"Ceramics","Emotional.Reward",5.9
"Ceramics","Social.Energy",8.4
"Ceramics","Resonance.with.Identity",0.3
"Ceramics","Passion.Intensity",0.6
"Ceramics","Trendiness",5.8
"Ceramics","Media.Exposure",8.2
"Ceramics","Nostalgia",3.3
"Ceramics","Early.Success",3.6
"Ceramics","Beginner.Resources",6
"Ceramics","Advanced.Challenges",2.8
"Ceramics","Hobby.Evolution",0.4
"Ceramics","Safety.Measures",7.4
"Ceramics","Competition.Outcome",6.3
"Ceramics","Awards",5.8
"Ceramics","Peer.Accountability",7.4
"Ceramics","Multiple.Hobbies",6.8
"Ceramics","External.Obligations",2.1
"Ceramics","Housing.Stability",3.6
"Ceramics","Family.Expectations",1.3
"Ceramics","Work.Life.Balance",1.4
"Ceramics","Routine.Integration",6.8
"Ceramics","Cleanup.Effort",8.6
"Ceramics","Focus.Intensity",9.6
"Ceramics","Portability",6.3
"Ceramics","Climate.Change.Awareness",1.9
"Ceramics","Social.Perception",1.1
"Ceramics","Support.System",8.1
"Ceramics","Lifestyle.Fit",5.8
"Ceramics","Technology.Enhancement",6.2
"Ceramics","Goal.Alignment",7.8
"Ceramics","Identity.Fulfillment",7.1
"Ceramics","Cognitive.Load",8.4
"Ceramics","Self.Reflection",0.7
"Ceramics","Skill.Reinforcement",7.5
"Ceramics","Extra.Variable.271",8.5
"Ceramics","Extra.Variable.272",2.9
"Ceramics","Extra.Variable.273",6.4
"Ceramics","Extra.Variable.274",3.2
"Ceramics","Extra.Variable.275",9.6
"Ceramics","Extra.Variable.276",0.4
"Ceramics","Extra.Variable.277",5.8
"Ceramics","Extra.Variable.278",1.7
"Ceramics","Extra.Variable.279",7.2
"Ceramics","Extra.Variable.280",1.8
"Ceramics","Extra.Variable.281",2.4
"Ceramics","Extra.Variable.282",5
"Ceramics","Extra.Variable.283",9.2
"Ceramics","Extra.Variable.284",2.2
"Ceramics","Extra.Variable.285",1.5
"Ceramics","Extra.Variable.286",7.6
"Ceramics","Extra.Variable.287",5.1
"Ceramics","Extra.Variable.288",9.1
"Ceramics","Extra.Variable.289",1.6
"Ceramics","Extra.Variable.290",6.5
"Ceramics","Extra.Variable.291",2.4
"Ceramics","Extra.Variable.292",1.7
"Ceramics","Extra.Variable.293",6.9
"Ceramics","Extra.Variable.294",6
"Ceramics","Extra.Variable.295",7.6
"Ceramics","Extra.Variable.296",3.2
"Ceramics","Extra.Variable.297",4.5
"Ceramics","Extra.Variable.298",4.1
"Ceramics","Extra.Variable.299",9.8
"Ceramics","Extra.Variable.300",3
"Rug Tufting","Gender..male.",3
